npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang,latitude,longitude
20201597,SD N KALONGSAWAH 05,Kp. Kalongsawah  Rt 05  Rw 06,Kalongsawah,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201529,SD N KALONGSAWAH 06,Kp. Peuteuy Rt 05 Rw 03,Kalongsawah,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201599,SD N KOLEANG 01,Kp. Koleang  Rt 01 Rw 01,Koleang,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201601,SD N KOLEANG 03,Kp. Cokrak  Rt 03  Rw 02,Tegal Wangi,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200440,SD N PANGAUR 01,Kp. Sampiran  Rt. 01/04,Pangaur,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200430,SD N PANGRADIN 02,Kp. Pangradin Rt. 03/06,Pangradin,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200432,SD N PANGRADIN 04,Jl. Gunung Kaso  Rt 01  Rw 03,Pangradin,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200433,SD N PANGRADIN 05,Kp.cimaok  Rt 01 Rw 01,Jugala Jaya,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200103,SD N PUSPASARI,Kp. Citatah,Barengkok,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200287,SD N SAMPROK,Kp.samprok  Rt 03 Rw 06,Pangaur,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200238,SD N SIPAK 03,Kp. Sipak 02,Sipak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20230418,SD NEGERI BAGOANG 01,Kp. Tarisi Rt 05 Rw 01,Bagoang,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201326,SD NEGERI BARENGKOK 01,Kp. Barengkok,Barengkok,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201317,SD NEGERI BARENGKOK 03,Kp. Blok Kebon Kopi Rt.02/03,Barengkok,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201887,SD NEGERI CURUG 01,Kp. Baru Rt.02/04 Desa Curug,Curug,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201508,SD NEGERI JASINGA 01,Jl. Sersan  A. Kohar No 4 RT. 04/02,Pamagersari,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201536,SD NEGERI KALONGSAWAH 01,Kp. Garisul,Kalongsawah,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200365,SD NEGERI MUNCANG,Kp. Muncang Babakan Rt. 02 Rw. 08,Sipak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200499,SD NEGERI NEGLASARI,Kp. Margaluyu Rt.05/01 Desa Sipak,Sipak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200429,SD NEGERI PANGRADIN 01,Kp. Pangradin Rt 04  Rw 01,Jasinga,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200431,SD NEGERI PANGRADIN 03,Kp.Lebak Huni  Rt 02  Rw 02,Jugala Jaya,NEGERI,Jasinga,Kab. Bogor,dikdas,,
69895791,SDIT AL ISHLAH,"Jl,.Raya Jasinga Bogor Kp.Sipak RT 05 RW 06 Jasinga Kab.Bogor",Sipak,SWASTA,Jasinga,Kab. Bogor,dikdas,,
20201070,SDN CIKOPOMAYAK 03,Kp. Pabuaran RT.03/03,Cikopomayak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201072,SDN CIKOPOMAYAK 06,Jl.jasinga Tenjo  Blok Wates  Rt 04  Rw 04,Cikopomayak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201891,SDN CURUG 02,Kp. Baru Rt 01 Rw 04,Curug,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201894,SDN CURUG 05,Kp. Keusal  Rt 01  Rw 03,Wirajaya,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201537,SDN KALONGSAWAH 02,Kp. Peuteuy Rt.04/03,Kalongsawah,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201600,SDN KOLEANG 02,Kp. Nanggung Rt.003/003 Desa Tegalwangi,Tegal Wangi,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20230537,SDN KOLEANG 05,Jl. Raya Koleang Km. 07,Koleang,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20201603,SDN KOLEANG 06,Kp. Cimanggu Rt. 07/04,Tegal Wangi,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200439,SDN PANGAUR 02,Kp. Sampiran  Rt. 01/04,Pangaur,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200236,SDN SIPAK 01,Kp. Sipak Rt 05 Rw 06,Sipak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200237,SDN SIPAK 02,Jl.raya Jasinga Bogor,Sipak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20230589,SDN SUKAMANAH 01,Kp. Sukamanah Rt.04/02 Desa Setu,Setu,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200844,SDN SUKAMANAH 02,Jl. Letnan Sayuti Rt.05/02,Setu,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200847,SDN SUKAMANAH 03,Jl. Letnan Sayuti  KM 02 RT001/001,Setu,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200848,SDN SUKAMANAH 04,Kp Panggilingan Rt04 Rw04,Setu,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20230684,SDS MUHAMMADIYAH,Jl. Raya Jasinga No. 20,Jasinga,SWASTA,Jasinga,Kab. Bogor,dikdas,,
20230958,SMP CAGAR BUDAYA,Kp. Cokrak,Tegal Wangi,SWASTA,Jasinga,Kab. Bogor,dikdas,,
70031153,SMP ISLAM MIFTAHUL ULUM,Jl Raya Jasinga Kp Kalong Sawah No 21,Kalongsawah,SWASTA,Jasinga,Kab. Bogor,dikdas,,
20200579,SMP MUHAMMADIYAH JASINGA,"Jalan Raya Jasinga No 32, Jasinga",Jasinga,SWASTA,Jasinga,Kab. Bogor,dikdas,,
20200889,SMP N 2 JASINGA,Jln. Letnan Sayuti Km. 04,Cikopomayak,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200882,SMP N 3 JASINGA,Jl. Raya Jasinga Rangkas Km.08,Curug,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200569,SMP PGRI BAGOANG,Jl. Raya Tarisi KM 08,Bagoang,SWASTA,Jasinga,Kab. Bogor,dikdas,,
69900181,SMP PLUS PELITA NUSANTARA,Kp.MUNCANG RT 03 RW 07 JASINGA,Sipak,SWASTA,Jasinga,Kab. Bogor,dikdas,,
70051270,SMP RAUDHATUL FALAH AL-HASANAH,Kp. Kalongsari Rt 003/007,Kalongsawah,SWASTA,Jasinga,Kab. Bogor,dikdas,,
20230948,SMP SATU ATAP 1 JASINGA,Kp. Barangbang Hilir Rt. 003/005,Wirajaya,NEGERI,Jasinga,Kab. Bogor,dikdas,,
60726344,SMPN 3 SATAP JASINGA,Kp. Citatah Ds. Barengkok,Barengkok,NEGERI,Jasinga,Kab. Bogor,dikdas,,
60726343,SMPN SATAP 2 JASINGA,Kp. Kembang Kuning Ds. Jugalajaya,Jugala Jaya,NEGERI,Jasinga,Kab. Bogor,dikdas,,
20200712,SMPS PGRI JASINGA,JL. RAYA KOLEANG,Koleang,SWASTA,Jasinga,Kab. Bogor,dikdas,,
60707139,MIS AL-KHOERIYAH,KP.HAJERE RT.04 RW.02,Kec. Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707141,MIS BANI HARUN,Jln.Bani Harun Kp.Sukamulya RT.01/02,Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707137,MIS HIDAYATUL IKHWAN,KP. SUKASIRNA RT/RW 02/04,Kec. Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707142,MIS MATHLAUL HUDA BABAKAN 01,KP.DUNGUSBIUK RT.02 RW.05,Kec. Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707143,MIS MATHLAUL HUDA BABAKAN 02,Kp.Panunggulan RT.01 RW.08 Desa Babakan Kecamatan Tenjo Kabupaten Bogor 16370,Babakan,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707144,MIS MATHLAUL HUDA BATOK,KP.BATOK RT.02 RW.03,Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707135,MIS MATHLAUL HUDA CILEJET,Jl.Stasiun Cilejet Rt.01/01,Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
70058682,MTS HIDAYATUL AHKAM,Kp. Sukasirna,Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20277664,MTSS AL BAQIYATUSSHOLIHAT,Jl. Raya Tenjo Km 05 Kp. Pasar Rebo,Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20277663,MTSS AL IKHWAN,Kp. Blok Jambu Rt.001/001,Ciomas,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20277665,MTSS AS SALAM,Jl. Raya Tenjo-Parungpanjang Km.03,Babakan,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20277666,MTSS DAARUL ARHAM,"Jl.raya batok,kp.cipeusing Rt 01/03",Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20277667,MTSS HIDAYATUL IKHWAN,Kp.sukasirna Rt. 02/04,Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
69927434,MTsSInsan Kreasi,Kp. Ciapus Rt.07 Rw. 02,Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20200496,SD N BABAKAN 02,Jl. Raya Manunggal XIX,Babakan,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20230429,SD N BOJONG 04,Kp.Pasar Rebo RT.04/02,Bojong,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201109,SD N CILAKU 01,Kp Nangerang   Rt.02/03,Cilaku,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200923,SD N TAPOS 03,Kp.Hajere Rt 04 / 01,Tapos,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200925,SD N TAPOS 04,Kp Babakan Rt. 01/05,Tapos,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200954,SD N TENJO 01,Jln Stasiun Kereta Api Tenjo Rt. 06/01,Tenjo,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200943,SD N TENJO 03,"Jln. Raya Tenjo - Jasinga KM. 03, Kp Cinyompok  RT/RW. 05/03",Tenjo,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20230415,SD NEGERI BABAKAN 04,JL. RAYA MANUNGGAL XIX,Babakan,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201315,SD NEGERI BATOK 02,Jl. Raya Batok Km. 02 Desa Batok Kec. Tenjo Kab. Bogor 16370,Batok,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201305,SD NEGERI BATOK 03,Kp Pabuaran  Rt.03/04,Batok,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201306,SD NEGERI BATOK 04,Kp. Cilejet  Rt.05/05,Batok,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201120,SD NEGERI CILAKU 02,Jln Raya Tegalpondoh Rt.03/03,Singabangsa,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201122,SD NEGERI CILAKU 04,Kp Cibangsa  Rt.04/02,Singabangsa,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201102,SD NEGERI CILAKU 05,Kp Cilaku Tegal  Rt.06/02,Cilaku,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201790,SD NEGERI CIOMAS 01,KP.LEBAK KANIBAH RT 002/002,Ciomas,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201753,SD NEGERI CIOMAS 04,Kp. Cinyurup Rt.03/04 Desa Ciomas,Ciomas,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200303,SD NEGERI SINGABRAJA 01,Kp Manggu  Rt.02/01,Singabraja,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200304,SD NEGERI SINGABRAJA 02,Kp Manggu  Rt.02/01,Singabraja,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20230592,SD NEGERI TAPOS 01,KP. Cekdam RT 05/03,Tapos,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200921,SD NEGERI TAPOS 02,Kp. Baru Rt. 01/04 Desa Tapos,Tapos,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200949,SD NEGERI TEGALPONDOH,Kp Tegalpondoh  Rt. 03/03,Singabangsa,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200942,SD NEGERI TENJO 04,Kp Leuweung Gede  Rt.01/03,Tenjo,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200932,SD NEGERI TENJO 05,Kp Cibaregbeg Rt.06/04,Tenjo,NEGERI,Tenjo,Kab. Bogor,dikdas,,
69857704,SDI TUNAS HARAPAN ISLAMI,Jl. Kampung Baru RT 02 RW 02 Tenjo Kab.Bogor,Singabangsa,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20230413,SDN BABAKAN 01,JL. RAYA MANUNGGAL XIX,Babakan,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20230414,SDN BABAKAN 03,Kp.singabraja Rt 002 Rw 001,Babakan,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20201316,SDN BATOK 01,Kp Cilejet Rt. 01/01,Batok,NEGERI,Tenjo,Kab. Bogor,dikdas,,
69880137,SDS MIFTAHUL HASANAH,KP. PASAR REBO RT 01/07 DESA BABAKAN,Babakan,SWASTA,Tenjo,Kab. Bogor,dikdas,,
69964086,SMP AL FARISI TAPOS,Jl Raya Tapos Kp Cikarang Rt 002/003,Tapos,SWASTA,Tenjo,Kab. Bogor,dikdas,,
70058503,SMP CAKRA BANGSA,KP. PASIR LIMUS RT 001 RW 002,Bojong,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20230950,SMP ISLAM TERPADU BANI HARUN,Kp. Sukamulya  RT. 001 RW. 002,Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
69909213,SMP IT BABUSSALAM,Kp.TEGAL RT 04 RW 02 CILAKU TENJO,Cilaku,SWASTA,Tenjo,Kab. Bogor,dikdas,,
70050588,SMP IT SERIBU BULAN BOARDING SCHOOL,KP. DUNGUS BIUK RT 002 RW 005,Babakan,SWASTA,Tenjo,Kab. Bogor,dikdas,0.0,0.0
20200662,SMP NEGERI 1 TENJO,Jl. Raya Tenjo Km. 02 Kp Cinyompok  Rt.05/03 Kecamatan Tenjo,Tenjo,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20200648,SMP NEGERI 2 TENJO,Kp Baru RT 01 RW 04,Tapos,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20268211,SMP NEGERI 3 TENJO,Jl. Cibungur - Tarisi Km. 1,Ciomas,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20257240,SMP NEGERI SATU ATAP 01 TENJO,Jl. Rewod - Lebak Kanibah,Ciomas,NEGERI,Tenjo,Kab. Bogor,dikdas,,
20231128,SMP PGRI 02 TENJO,JL RAYA BATOK - TENJO,Batok,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20253397,SMPS ISLAM AL-MUSTHOFA,Jl. Raya Tenjo Tiga Raksa,Tenjo,SWASTA,Tenjo,Kab. Bogor,dikdas,,
20253550,SMPS MODEL ISLAMI,Jl. Raya Parungpanjang - Tenjo,Babakan,SWASTA,Tenjo,Kab. Bogor,dikdas,,
60707014,MIS AL KHOERIYAH I,Kp. Kabasiran Rt 03 Rw 01,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707016,MIS AL KHOERIYAH SOMANG,Kp.Somang Rt 01 Rw 03,Parung Panjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707017,MIS MATHLAUL HUDA CIKUDA,Kp.Binong Rt 01 Rw 04,Cikuda,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707018,MIS MATHLAUL HUDA CILANGKAP,Kp. Cilangkap Rt 01 Rw 01,Lumpang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707020,MIS MATHLAUL HUDA GOROWONG,Kp. Pabuaran Rt 22 Rw 02,Gorowong,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707021,MIS MATHLAUL HUDA I CIBUNAR,Jl. Moh. Toha Rt 05 Rw 01,Kec. Parungpanjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707030,MIS MATHLAUL HUDA JAGABITA,Kp.Pabuaran Ds.Jagabita,Jagabita,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707022,MIS MATHLAUL HUDA LUMPANG,Kp. Lumpang Rt 03 Rw 03,Lumpang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707029,MIS MODERN INSAN HARAPAN,Jl. Moch Toha Kp. Cikabon Rt. 03/02 Ds. Cibunar Kec. Parungpanjang Kab. Bogor,Cibunar,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707023,MIS NURUL FALAH ASEM,Kp. Asem Rt 03 Rw 06,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707024,MIS NURUL FALAH CIBUNAR,Kp. Cibunar Kasdun Rt 01/03,Cibunar,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707025,MIS NURUL FALAH DAGO,Kp. Dago Tengah Rt 04/01,Dago,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707026,MIS NURUL FALAH GUNUNG PICUNG,Kp. Gunungpicung Rt 01 Rw 03,Pingku,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707028,MIS TERPADU MULIA BUANA,Jl Pesantren No.23 Desa Kebasiran,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277604,MTSS AL IHSAN,Kp. Salimah Rt 08/02 No. 16,Gintung Cilejet,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277606,MTSS AL MAKMUR,Kp. Mekarmulya Rt 004/004,Parung Panjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
69955879,MTsS Madinatunnajah,Jl. H. Syariih No.1 Kp. Pabuaran  Rt. 01 Rw. 05,Pingku,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277607,MTSS MATHLAUL HUDA,Jl. M. Toha No 10 Parungpanjang,Cibunar,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277608,MTSS NURUL FALAH,Jl. Padat Karya Gn. Picung Rt. 001/003,Pingku,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277609,MTSS SA RIYADUL BAYAN,Jl Raya Sudamanik Kp. Cilangkap Ds. Lumpang,Lumpang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20277610,MTSS TA DIBUL UMMAH,Jl.pesantren No 22 Rt 06/01,Jagabaya,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
69964338,SD AL KAUTSAR PARUNGPANJANG,Jl. Rambutan Raya Somang Rt 002/003,Parung Panjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
69896326,SD ISLAM IMAM SYAFII,JL. RAYA DAGO RT 04/01 DESA KABASIRAN,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20230679,SD MADANI,Jl Anggur II  Perumnas II,Parung Panjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20201859,SD N DAGO 02,Kp Dago Rabak  Rt01 Rw 01,Dago,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201850,SD N GINTUNG CILEJET 01,Kp Salimah Rt07/02,Gintung Cilejet,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201836,SD N GOROWONG 02,Kp Ciawian Rt.10/04,Gorowong,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200412,SD N LUMPANG 03,Kp. Cibokor,Lumpang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200403,SD N LUMPANG 05,Kp Sangereng Rt 02 / 08,Lumpang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200459,SD N PARUNGPANJANG 06,Kp Ciparai Bakti Rt 03/05,Parung Panjang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200154,SD N RABAK,Jl Raya Dago,Kabasiran,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200963,SD NEGERI CIBUNAR 01,Jl. Raya Jagabita Rt7/02,Cibunar,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201087,SD NEGERI CIKUDA 01,Kp.Binong Rt.02/04,Cikuda,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201089,SD NEGERI CIKUDA 02,Kp. Asem RT 01/ RW 06,Cikuda,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201104,SD NEGERI CIKUDA 03,Jl.H.Suit Kp. Rabak RT.03/ RW.01,Cikuda,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201808,SD NEGERI DAGO 03,Kp. Dago Girang RT 01 RW 02,Dago,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201822,SD NEGERI DAGO 04,Kp Ciheulang Rt 3/3,Dago,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201852,SD NEGERI GINTUNG CILEJET 02,Kp Parung Karang Rt 10/03,Gintung Cilejet,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201851,SD NEGERI GINTUNG CILEJET 03,Kp. Jati Rt. 16/05,Gintung Cilejet,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20230502,SD NEGERI GINTUNG CILEJET 04,Kp Salimah Rt 01/01,Gintung Cilejet,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201835,SD NEGERI GOROWONG 01,Kp. Pabuaran RT 04 RW 02,Gorowong,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200264,SD NEGERI GOROWONG 04,Kampung Cilaketan RT 021 RW 001,Gorowong,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201838,SD NEGERI GOROWONG 05,Sampora Rt15/05,Gorowong,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201581,SD NEGERI JAGABAYA 02,Jl Jagabaya Dalam No 57,Jagabaya,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201571,SD NEGERI JAGABAYA 03,Kp Janada Rt 1/6,Jagabaya,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20201572,SD NEGERI JAGABAYA 04,Kp Masjid Rt 03/01,Jagabaya,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200414,SD NEGERI LUMPANG 01,Jln Sudamanik Rt 01/05,Lumpang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200413,SD NEGERI LUMPANG 02,Jl. Raya Sudamanik Kp. Cilangkap  RT 02 RW 01,Lumpang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200458,SD NEGERI PARUNGPANJANG 05,Kp. Panyirapan,Kabasiran,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200131,SD NEGERI PINGKU 02,Kp. Karehkel Rt. 03/01,Pingku,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20230569,SD NEGERI PINGKU 03,Kp Pahelar Rt 03/02,Pingku,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20230686,SD S NIDA ELADABI,Jl Kabasiran KM.0.5 RT 06 RW 01,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20200964,SDN CIBUNAR 02,Kp Cikabon Kaler Rt.01/02,Cibunar,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200457,SDN PARUNGPANJANG 04,Jl Moh Toha No. 31A,Parung Panjang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20254581,SDS AL BINA,Perumnas 1 Parungpanjang,Lumpang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20230612,SDS AL FATH,Jl. Raya Dago Cikompan kabasiran,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
70043094,SMP ABSI,Jl. Raya Salimah Tenjo Kp. Salimah Rt 008/002 No. 16,Gintung Cilejet,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20230934,SMP AL-KAUTSAR,Jl.Rambutan Raya Somang,Parung Panjang,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
69896134,SMP ISLAM IMAM SYAFII,Jl.Raya Dago RT 004 RW 01 Parungpanjang Kab.Bogor,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60726338,SMP ISLAM NIDA EL ADABI,"Jl. Raya Kabasiran, Desa Kabasiran",Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
70012107,SMP IT AL-HABIM,Jl Raya Tapos Kp Palayangan RT 01/01,Jagabaya,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20254849,SMP IT SULTAN AGUNG,Kp Dago Tengah,Dago,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20231101,SMP MULIA BUANA,Jl. Pesantren No. 23 Kp. Sukasari,Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20200658,SMP NEGERI 1 PARUNG PANJANG,Jl Mohamad Toha No 1,Parung Panjang,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20200646,SMP NEGERI 2 PARUNGPANJANG,Jl Raya Sudamanik Km.7,Jagabaya,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20230924,SMP NEGERI 3 PARUNGPANJANG,Jl. Gintung Cilejet Rt. 007 Rw. 002,Gintung Cilejet,NEGERI,Parungpanjang,Kab. Bogor,dikdas,,
20231064,SMP S ISLAM CIKUDA,Jl Raya Cikuda No 1 Parungpanjang Bogor,Cikuda,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20253240,SMPIT AL MADANY,"JL. RAYA KABASIRAN KM.2 PARUNGPANJANG, BOGOR",Kabasiran,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
20231080,SMPIT NURUL FALAH,Jl.Cibunar Parungpanjang,Cibunar,SWASTA,Parungpanjang,Kab. Bogor,dikdas,,
60707118,MIS MISBAHUL ISLAM,Kp.Cipadung Buniaga Rt.01/11 Ds.Sukaresmi Tamansari bogor,Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
60707114,MIS NURUL IMAN,Kp. Pangkalan RT 03/05 Desa Sukajaya,Sukajaya,SWASTA,Tamansari,Kab. Bogor,dikdas,,
60707119,MIS NURUSSA ADAH,Kp.Kabandungan RT 01/05 DS. SIRNAGALIH KEC. TAMANSARI KAB. BOGOR,Pasir Eurih,SWASTA,Tamansari,Kab. Bogor,dikdas,,
60707120,MIS USWATUN HASANAH,Kp.Cibodas Rt.01 Rw.03,Sukaluyu,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20277656,MTSS AL HIDAYAH,Jl Tamansari No 26 Rt 01 Rw 04,Taman Sari,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20277657,MTSS NURUL FALAH,Kp. Sinarwangi RT.03/06,Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20201811,SD N GADOG 01,Jl Raya Nambo,Sukajaya,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20201813,SD N GADOG 02,Jl Babakan,Sukajadi,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200173,SD N PASIRANGSANA 01,Jl. Nambo Kp. Cipadung Rt 01/07,Sukaresmi,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200163,SD N PASIRANGSANA 02,Kp. Cileueur,Sukaresmi,NEGERI,Tamansari,Kab. Bogor,dikdas,,
